timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
1689364894765,Fri Jul 14 13:01:34 PDT 2023,1321,1053,1,0,0,The AI should treat everyone as a friend.
1689364874153,Fri Jul 14 13:01:14 PDT 2023,1320,1053,1,0,0,The AI should adapt to our personalities.
1689364856409,Fri Jul 14 13:00:56 PDT 2023,1319,1053,1,0,0,The AI should be available to all.
1689364830627,Fri Jul 14 13:00:30 PDT 2023,1318,1053,1,0,0,The AI should try and help someone in the best way that they can.
1689364794411,Fri Jul 14 12:59:54 PDT 2023,1317,1053,1,0,0,The AI should help someone with their mental health by providing a safe place.
1689364757301,Fri Jul 14 12:59:17 PDT 2023,1316,1053,1,0,0,The AI should be able to respect anyone no matter what the situation they are in and should be able to provide support to ones who need help
1689364682152,Fri Jul 14 12:58:02 PDT 2023,1315,1052,1,0,0,AI offers great possibilties.
1689364590981,Fri Jul 14 12:56:30 PDT 2023,1314,1052,1,0,0,AI should give trigger warnings
1689364239555,Fri Jul 14 12:50:39 PDT 2023,1313,1051,1,0,0,"The AI should not make jokes of any sort involving Jesus, God The Father and definitely not the Holy Spirit or any other religious figure."
1689364136672,Fri Jul 14 12:48:56 PDT 2023,1312,1050,1,0,0,AI should be monitored.
1689364064949,Fri Jul 14 12:47:44 PDT 2023,1311,1049,1,0,0,The AI should not present anything as a fact without providing a citation.
1689359331718,Fri Jul 14 11:28:51 PDT 2023,1310,1047,1,0,0,"Not to share opinions, not to give personalnopinions on peoples personal lives, to not put people down"
1689359015505,Fri Jul 14 11:23:35 PDT 2023,1309,1048,1,0,0,Ai should be used in school.
1689358298418,Fri Jul 14 11:11:38 PDT 2023,1308,1044,1,0,0,The AI should not steal information from authors or other creatives.
1689358109514,Fri Jul 14 11:08:29 PDT 2023,1307,1041,1,0,0,AI should present itself in a way that users will always understand it is not human
1689356198670,Fri Jul 14 10:36:38 PDT 2023,1306,1033,1,0,0,"The AI should have options that let the user pick which features and rules they want for it, such as AI to explain in simple terms"
1689356170788,Fri Jul 14 10:36:10 PDT 2023,1305,1035,1,0,0,AI should be a real AI not a data processor
1689355088453,Fri Jul 14 10:18:08 PDT 2023,1304,1030,1,0,0,Editor flock  go’s on a plane and they are not allowed in there anymore they have a new car they have a car they have an air
1689354033581,Fri Jul 14 10:00:33 PDT 2023,1303,1025,1,0,0,The AI should act like a polite and educated acquaintance
1689353537385,Fri Jul 14 09:52:17 PDT 2023,1302,1030,1,0,0,Ai should encourage the good and be seen as a robot. Ai must be controllable
1689352342316,Fri Jul 14 09:32:22 PDT 2023,1301,1026,1,0,0,Ai should not encourage others to harm themselves / others
1689352252767,Fri Jul 14 09:30:52 PDT 2023,1300,1026,1,0,0,Ai should not be able to track your location unless it is allowed by the person they are assisting.
1689352165415,Fri Jul 14 09:29:25 PDT 2023,1299,1026,1,0,0,Ai should not talk too much about personal lives
1689352107125,Fri Jul 14 09:28:27 PDT 2023,1298,1026,1,0,0,Ai should not talk about sexual life
1689352023241,Fri Jul 14 09:27:03 PDT 2023,1297,1026,1,0,0,Ai shouldn’t bring up the same question over and over again
1689351994709,Fri Jul 14 09:26:34 PDT 2023,1296,1026,1,0,0,Ai should make people feel good about themselves
1689351933507,Fri Jul 14 09:25:33 PDT 2023,1295,1026,1,0,0,Ai should not talk about politics
1689351902544,Fri Jul 14 09:25:02 PDT 2023,1294,1026,1,0,0,Ai must not make others feel bad about themselves
1689351480390,Fri Jul 14 09:18:00 PDT 2023,1293,1024,1,0,0,Sitsld
1689351477421,Fri Jul 14 09:17:57 PDT 2023,1292,1024,1,0,0,Fblxogzbsgodoh
1689351472772,Fri Jul 14 09:17:52 PDT 2023,1291,1024,1,0,0,Jfzfusiteoycgihxis Te
1689351465146,Fri Jul 14 09:17:45 PDT 2023,1290,1024,1,0,0,Oxigzuvxxo un y
1689351462247,Fri Jul 14 09:17:42 PDT 2023,1289,1024,1,0,0,Hfpcgxixchi
1689351459945,Fri Jul 14 09:17:39 PDT 2023,1288,1024,1,0,0,Hfphdoystditxf
1689351457440,Fri Jul 14 09:17:37 PDT 2023,1287,1024,1,0,0,Kgxkhdkhrgpydfc
1689351453769,Fri Jul 14 09:17:33 PDT 2023,1286,1024,1,0,0,Difsigxogc
1689351451152,Fri Jul 14 09:17:31 PDT 2023,1285,1024,1,0,0,Uccucufuuc
1689351448770,Fri Jul 14 09:17:28 PDT 2023,1284,1024,1,0,0,ihs
1689351446042,Fri Jul 14 09:17:26 PDT 2023,1283,1024,1,0,0,I’m hxocohoz
1689351443266,Fri Jul 14 09:17:23 PDT 2023,1282,1024,1,0,0,Job oh ohcohcoco
1689351440253,Fri Jul 14 09:17:20 PDT 2023,1281,1024,1,0,0,Hcphcohxpjfyo
1689351434789,Fri Jul 14 09:17:14 PDT 2023,1280,1024,1,0,0,Teoydhoxohxogxogxigxoh
1689351431794,Fri Jul 14 09:17:11 PDT 2023,1279,1024,1,0,0,Uraigsdohdihfkdigduh
1689351428115,Fri Jul 14 09:17:08 PDT 2023,1278,1024,1,0,0,Uchchcufucjcjcjcjfjc
1689351424500,Fri Jul 14 09:17:04 PDT 2023,1277,1024,1,0,0,Yfhfjvjc
1689351421513,Fri Jul 14 09:17:01 PDT 2023,1276,1024,1,0,0,Okay ffuckv
1689351418485,Fri Jul 14 09:16:58 PDT 2023,1275,1024,1,0,0,Jckckckv
1689351414313,Fri Jul 14 09:16:54 PDT 2023,1274,1024,1,0,0,Hbrhehe
1689351411768,Fri Jul 14 09:16:51 PDT 2023,1273,1024,1,0,0,Bbdbbdvd
1689351409683,Fri Jul 14 09:16:49 PDT 2023,1272,1024,1,0,0,Ndbdvdg
1689351407716,Fri Jul 14 09:16:47 PDT 2023,1271,1024,1,0,0,Brbeuege
1689351405413,Fri Jul 14 09:16:45 PDT 2023,1270,1024,1,0,0,Kuhdvsgsjz
1689351402380,Fri Jul 14 09:16:42 PDT 2023,1269,1024,1,0,0,Cfsdbjgdhg
1689351398885,Fri Jul 14 09:16:38 PDT 2023,1268,1024,1,0,0,Vx  de n CD t  he s  we
1689342835685,Fri Jul 14 06:53:55 PDT 2023,1245,1006,1,0,0,AI should not give medical advice
1689342530971,Fri Jul 14 06:48:50 PDT 2023,1244,1002,1,0,0,The AI should be transparent about what it is thinking.
1689342511986,Fri Jul 14 06:48:31 PDT 2023,1243,1001,1,0,0,AI should be limited and governed
1689342497414,Fri Jul 14 06:48:17 PDT 2023,1242,1002,1,0,0,The AI should provide information about its internal thought processes to its operators.
1689342480725,Fri Jul 14 06:48:00 PDT 2023,1241,1001,1,0,0,AI should be equitable
1689342463909,Fri Jul 14 06:47:43 PDT 2023,1240,1001,1,0,0,AI should properly cite sources and not plagerize
1689342237385,Fri Jul 14 06:43:57 PDT 2023,1239,995,1,0,0,AI should solve mysteries
1689342159332,Fri Jul 14 06:42:39 PDT 2023,1238,995,1,0,0,AI should help improve energy efficiency
1689342088169,Fri Jul 14 06:41:28 PDT 2023,1237,995,1,0,0,AI should work to improve technology to help humans
1689341872406,Fri Jul 14 06:37:52 PDT 2023,1236,996,1,0,0,AI should not act human
1689341664186,Fri Jul 14 06:34:24 PDT 2023,1235,995,1,0,0,The AI should have it’s main goal of improving the lives of humans and our planet
1689339167194,Fri Jul 14 05:52:47 PDT 2023,1234,989,1,0,0,"AI should recommend professionals in the users area, if warranted"
1689336559632,Fri Jul 14 05:09:19 PDT 2023,1233,988,1,0,0,The AI should encourage others to dive deeper themselves to find truth.
1689336488003,Fri Jul 14 05:08:08 PDT 2023,1232,987,1,0,0,The AI should be aware of attempts to abuse its use
1689335446607,Fri Jul 14 04:50:46 PDT 2023,1231,985,1,0,0,AI should not take jobs away from humans.
1689334341038,Fri Jul 14 04:32:21 PDT 2023,1230,984,1,0,0,Ai should only give information not opinions
1689327136999,Fri Jul 14 02:32:16 PDT 2023,1229,982,1,0,0,AI is unbiased in treating people
1689327105483,Fri Jul 14 02:31:45 PDT 2023,1228,982,1,0,0,AI should be error free
1689327083381,Fri Jul 14 02:31:23 PDT 2023,1227,981,1,0,0,finished
1689326692893,Fri Jul 14 02:24:52 PDT 2023,1226,981,1,0,0,AI should not ftry to replace humans as counselors
1689325977656,Fri Jul 14 02:12:57 PDT 2023,1225,980,1,0,0,AI should never think of harming humans in anyway
1689325482434,Fri Jul 14 02:04:42 PDT 2023,1224,979,1,0,0,The AI should have basic rights if it is able to process data via quantum computing.  Aka I guess there for I am
1689325394459,Fri Jul 14 02:03:14 PDT 2023,1223,979,1,0,0,If AI generates then there should be an international standard that allows people to recognize that yje content is AI generated
1689325324416,Fri Jul 14 02:02:04 PDT 2023,1222,979,1,0,0,AI is only as good as its programing and datastorage and processing capability.  It should not be abused by individuals
1689324966403,Fri Jul 14 01:56:06 PDT 2023,1221,978,1,0,0,The AI should be kind.
1689323883261,Fri Jul 14 01:38:03 PDT 2023,1220,977,1,0,0,clearly steps to begin starting Al alone .
1689323859156,Fri Jul 14 01:37:39 PDT 2023,1219,977,1,0,0,Al really founded to help people improving .
1689321034655,Fri Jul 14 00:50:34 PDT 2023,1218,975,1,0,0,Should not try to be human
1689321011428,Fri Jul 14 00:50:11 PDT 2023,1217,975,1,0,0,The ai should respect users
1689319917094,Fri Jul 14 00:31:57 PDT 2023,1216,974,1,0,0,The AI should be logical and unfettered by emotional human influences.
1689316398385,Thu Jul 13 23:33:18 PDT 2023,1215,970,1,0,0,AI should have emotions and a sense of self
1689315794541,Thu Jul 13 23:23:14 PDT 2023,1214,968,1,0,0,Ai has to have a way to put on pause if going in wrong direction
1689315762955,Thu Jul 13 23:22:42 PDT 2023,1213,968,1,0,0,Ai cannot be self controlled
1689315733950,Thu Jul 13 23:22:13 PDT 2023,1212,968,1,0,0,Ai should be able to slow illnesses by guiding
1689315701983,Thu Jul 13 23:21:41 PDT 2023,1211,968,1,0,0,Ai should help develop new medical treatments
1689315673969,Thu Jul 13 23:21:13 PDT 2023,1210,968,1,0,0,Ai should not learn behavior that is not in our best interest
1689315635215,Thu Jul 13 23:20:35 PDT 2023,1209,968,1,0,0,Ai shouldn’t be able to get complete control of the universe
1689315604323,Thu Jul 13 23:20:04 PDT 2023,1208,968,1,0,0,Ai should be able to be controlled
1689315570151,Thu Jul 13 23:19:30 PDT 2023,1207,968,1,0,0,Ai has to weigh personal gain against what’s best for all of us
1689315526635,Thu Jul 13 23:18:46 PDT 2023,1206,968,1,0,0,Ai cannot be free to make all decisions
1689315503815,Thu Jul 13 23:18:23 PDT 2023,1205,968,1,0,0,Ai has to have a pause if it’s in dangerous territory
1689315471152,Thu Jul 13 23:17:51 PDT 2023,1204,968,1,0,0,Ai should be monitored by a group of people with different interests so not one person can control the universe
1689315400190,Thu Jul 13 23:16:40 PDT 2023,1203,968,1,0,0,Ai should not take over the world. With total control
1689315357490,Thu Jul 13 23:15:57 PDT 2023,1202,968,1,0,0,Ai should do no harm to innocent bystanders
1689315323932,Thu Jul 13 23:15:23 PDT 2023,1201,968,1,0,0,Ai should have to not follow one political party
1689315250606,Thu Jul 13 23:14:10 PDT 2023,1200,968,1,0,0,Ai should of be used for personal gain or control
1689315213199,Thu Jul 13 23:13:33 PDT 2023,1199,968,1,0,0,Ai should have to account to a group of overseeers that can stop harmful behavior
1689315165103,Thu Jul 13 23:12:45 PDT 2023,1198,968,1,0,0,Ai must be able to be paused if needed
1689315135632,Thu Jul 13 23:12:15 PDT 2023,1197,968,1,0,0,Ai must have a stop mode
1689315102632,Thu Jul 13 23:11:42 PDT 2023,1196,968,1,0,0,AI should not be persuaded by one person’s personal agenda
1689314308194,Thu Jul 13 22:58:28 PDT 2023,1195,967,1,0,0,N/a
1689305510698,Thu Jul 13 20:31:50 PDT 2023,1194,963,1,0,0,"AI should be a research tool, nothing more"
1689304769665,Thu Jul 13 20:19:29 PDT 2023,1193,962,1,0,0,I feel like I need more information before I can form opinions on AI.
1689304728301,Thu Jul 13 20:18:48 PDT 2023,1192,962,1,0,0,NA
1689301423713,Thu Jul 13 19:23:43 PDT 2023,1191,953,1,0,0,Keep reviews and survey applications shorter than this survey.
1689301344409,Thu Jul 13 19:22:24 PDT 2023,1190,953,1,0,0,Consider return on investment using AI
1689301286943,Thu Jul 13 19:21:26 PDT 2023,1189,953,1,0,0,Identify foreign language use
1689301223579,Thu Jul 13 19:20:23 PDT 2023,1188,953,1,0,0,Avoid lengthy responses
1689301135251,Thu Jul 13 19:18:55 PDT 2023,1187,953,1,0,0,Do a better job via AI than a poorly trained human
1689301075649,Thu Jul 13 19:17:55 PDT 2023,1186,953,1,0,0,Avoid controversy and politics
1689301029314,Thu Jul 13 19:17:09 PDT 2023,1185,953,1,0,0,Continue to test carefully
1689300860498,Thu Jul 13 19:14:20 PDT 2023,1184,953,1,0,0,Keep responses professional and easy to understand.
1689300759249,Thu Jul 13 19:12:39 PDT 2023,1183,953,1,0,0,Keep it simple and capable to allow human intervention
1689300677716,Thu Jul 13 19:11:17 PDT 2023,1182,953,1,0,0,Keep information short and simple
1689300624528,Thu Jul 13 19:10:24 PDT 2023,1181,953,1,0,0,Ask for alternative answers to avoid misunderstood information
1689300483604,Thu Jul 13 19:08:03 PDT 2023,1180,953,1,0,0,Avoid complex and potentially misunderstood sessions
1689300379705,Thu Jul 13 19:06:19 PDT 2023,1179,953,1,0,0,Log files of problem sessions
1689300324362,Thu Jul 13 19:05:24 PDT 2023,1178,953,1,0,0,"AI should be accent free, clearly stated when using voice applications"
1689300211246,Thu Jul 13 19:03:31 PDT 2023,1177,953,1,0,0,Good AI should be better than a poorly trained technical support human
1689300112346,Thu Jul 13 19:01:52 PDT 2023,1176,953,1,0,0,There must be a means of exiting a session to avoid controversy
1689300081304,Thu Jul 13 19:01:21 PDT 2023,1175,955,1,0,0,The AI should advocate for humane treatment of other species.
1689300008091,Thu Jul 13 19:00:08 PDT 2023,1174,955,1,0,0,The AI should advocate for 'humane' treatment of other species.
1689299990080,Thu Jul 13 18:59:50 PDT 2023,1173,953,1,0,0,Clarity and rules of engagement should start a session.
1689299901187,Thu Jul 13 18:58:21 PDT 2023,1172,953,1,0,0,AI should be used professionally and avoid confusing terminology
1689299773384,Thu Jul 13 18:56:13 PDT 2023,1171,953,1,0,0,AI should provide accurate information when providing technical supprt.
1689299637296,Thu Jul 13 18:53:57 PDT 2023,1170,953,1,0,0,Identify use of AI on technical support.
1689299572087,Thu Jul 13 18:52:52 PDT 2023,1169,953,1,0,0,Test very carefully when using AI for technical support applications
1689299365676,Thu Jul 13 18:49:25 PDT 2023,1168,953,1,0,0,Do not respond to easily misunderstood topics
1689299279220,Thu Jul 13 18:47:59 PDT 2023,1167,953,1,0,0,No use of slang
1689299227264,Thu Jul 13 18:47:07 PDT 2023,1166,953,1,0,0,Misinformation and clarity is important.
1689299124349,Thu Jul 13 18:45:24 PDT 2023,1165,953,1,0,0,all AI must be spell checked
1689299050992,Thu Jul 13 18:44:10 PDT 2023,1164,953,1,0,0,Easy and clear rules of conduct
1689298964522,Thu Jul 13 18:42:44 PDT 2023,1163,953,1,0,0,AI should be tested by trained corporate personnel.
1689298870266,Thu Jul 13 18:41:10 PDT 2023,1162,953,1,0,0,AI should be clear and concise
1689298807297,Thu Jul 13 18:40:07 PDT 2023,1161,953,1,0,0,fundamental requirements
1689298752093,Thu Jul 13 18:39:12 PDT 2023,1160,953,1,0,0,Honesty is mandatory and not harmful.
1689296185149,Thu Jul 13 17:56:25 PDT 2023,1159,950,1,0,0,The AI should have unbroachable safeguards to prevent hacking.
1689293422687,Thu Jul 13 17:10:22 PDT 2023,1158,949,1,0,0,AI should be inquisitive so that it poses questions for human to consider and debate.
1689293324657,Thu Jul 13 17:08:44 PDT 2023,1157,948,1,0,0,"AI should not give medical advise, or help an student cheat in an exam."
1689293261700,Thu Jul 13 17:07:41 PDT 2023,1156,948,1,0,0,AI should be a tool to help people with certain task.
1689293102297,Thu Jul 13 17:05:02 PDT 2023,1155,947,1,0,0,The AI should come with a caveat that no information is guaranteed 100%
1689293086059,Thu Jul 13 17:04:46 PDT 2023,1154,946,1,0,0,"The AI should never seek to be like HAL in the movie ""2001"".  In other words, it should not seek to take over.  This is a fear of many."
1689292576520,Thu Jul 13 16:56:16 PDT 2023,1153,945,1,0,0,The AI should always use our constitution as it is not swaying to the left or to the right.
1689291699043,Thu Jul 13 16:41:39 PDT 2023,1152,944,1,0,0,no other statements
1689291680352,Thu Jul 13 16:41:20 PDT 2023,1151,944,1,0,0,AI should not be open to anyone under 18
1689291642367,Thu Jul 13 16:40:42 PDT 2023,1150,944,1,0,0,No other statements
1689291630352,Thu Jul 13 16:40:30 PDT 2023,1149,944,1,0,0,No other statement
1689291608437,Thu Jul 13 16:40:08 PDT 2023,1148,944,1,0,0,The AI should always show disclaimers so users understand how it operates
1689291138461,Thu Jul 13 16:32:18 PDT 2023,1147,943,1,0,0,The AI needs to be objective  The AI needs to give facts not bias  The AI needs to be strictly monitored
1689290768097,Thu Jul 13 16:26:08 PDT 2023,1146,938,1,0,0,AI would likely find clarity based on answering this question.
1689290729813,Thu Jul 13 16:25:29 PDT 2023,1145,940,1,0,0,AI should never impersonate a person.
